candidate	state	status	path
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_gateway_service.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_gateway_upstream_errors.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_gateway_usage_integrity.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_images.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_images_responses.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_raw_stream_truncation.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_silent_refusal.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_upstream_transport_error.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_upstream_transport_error_handle_test.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_ws_fallback_test.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/openai_ws_v2_passthrough_adapter.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/ops_queue_sanitize_test.go
432ebc498cb395696d0be9762a33f70a63bf9375	CONFLICT	M	backend/internal/service/ops_repo_mock_test.go
432ebc498cb395696d0be9762a33f70a63bf9375	CONFLICT	M	backend/internal/service/ops_service.go
432ebc498cb395696d0be9762a33f70a63bf9375	CONFLICT	M	backend/internal/service/ops_upstream_context.go
432ebc498cb395696d0be9762a33f70a63bf9375	CLEAN	M	backend/internal/service/ops_upstream_context_test.go
b1748c4ea99ce2120401a269142aa071e18a84da	CONFLICT	M	README.md
b1748c4ea99ce2120401a269142aa071e18a84da	CLEAN	M	README_CN.md
b1748c4ea99ce2120401a269142aa071e18a84da	CLEAN	M	README_JA.md
b1748c4ea99ce2120401a269142aa071e18a84da	CONFLICT	D	assets/partners/logos/novada.png
b1748c4ea99ce2120401a269142aa071e18a84da	CONFLICT	D	assets/partners/logos/sui-xiang.jpg
d8b9a83f8cda66a821b3dcadf8ecbdd2c6c65b90	CLEAN	A	backend/internal/service/gateway_channel_restriction_load_aware_test.go
d8b9a83f8cda66a821b3dcadf8ecbdd2c6c65b90	CONFLICT	M	backend/internal/service/gateway_scheduling.go
78e1aaedb983a3e30d250e15b1093be3d3ca8018	CONFLICT	M	backend/internal/service/pricing_service.go
78e1aaedb983a3e30d250e15b1093be3d3ca8018	CLEAN	A	backend/internal/service/pricing_service_hot_reload_test.go
78e1aaedb983a3e30d250e15b1093be3d3ca8018	CLEAN	M	deploy/config.example.yaml
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	A	backend/internal/service/openai_encrypted_content_lineage.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	A	backend/internal/service/openai_encrypted_content_lineage_test.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CONFLICT	M	backend/internal/service/openai_gateway_forward.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CONFLICT	M	backend/internal/service/openai_ws_forwarder_ingress.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	M	backend/internal/service/openai_ws_forwarder_ingress_session_test.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	M	backend/internal/service/openai_ws_forwarder_ingress_test.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	M	backend/internal/service/openai_ws_forwarder_payload.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CONFLICT	M	backend/internal/service/openai_ws_http_bridge.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CLEAN	A	backend/internal/service/openai_ws_replay_allocation_test.go
91cf660377af627c1e48a2f20776982ae6dc3df1	CONFLICT	M	backend/internal/service/openai_ws_state_store.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/handler/admin/account_handler.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/handler/dto/mappers.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/handler/dto/types.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/repository/migrations_runner.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/repository/usage_log_repo_insert.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	backend/internal/repository/usage_log_repo_insert_shape_unit_test.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/repository/usage_log_repo_query.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/repository/usage_log_repo_request_type_test.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/admin_account.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/antigravity_gateway_claude.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/antigravity_gateway_compat.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/antigravity_gateway_gemini.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/antigravity_gateway_upstream.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_anthropic_passthrough.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_bedrock.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_forward.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_forward_as_chat_completions.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_forward_as_responses.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_service.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gateway_upstream_response.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/gateway_usage_billing.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gemini_chat_completions_compat_service.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/gemini_messages_compat_service.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/grok_audio.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/grok_media.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_alpha_search.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/openai_embeddings.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_chat_completions.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	NOBASE	M	backend/internal/service/openai_gateway_chat_completions_anthropic_native.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_chat_completions_raw.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_forward.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_grok.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_messages.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	NOBASE	M	backend/internal/service/openai_gateway_messages_anthropic_native.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/openai_gateway_messages_chat_fallback.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_passthrough.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	NOBASE	M	backend/internal/service/openai_gateway_responses_anthropic_native.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/openai_gateway_responses_chat_fallback.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_gateway_service.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	backend/internal/service/openai_gateway_usage.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_images.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/openai_images_responses.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	backend/internal/service/upstream_request_id.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	backend/internal/service/upstream_request_id_test.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	backend/internal/service/usage_log.go
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	backend/migrations/232_add_usage_log_upstream_request_id.sql
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	backend/migrations/233_add_usage_log_upstream_request_id_index_notx.sql
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	frontend/src/components/account/CreateAccountModal.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	frontend/src/components/account/EditAccountModal.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	frontend/src/components/account/UpstreamRequestIdHeaderField.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	frontend/src/components/account/__tests__/CreateAccountModal.spec.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/components/account/__tests__/EditAccountModal.spec.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	A	frontend/src/components/account/__tests__/UpstreamRequestIdHeaderField.spec.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/components/admin/usage/UsageTable.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/components/admin/usage/__tests__/UsageTable.spec.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/components/common/HelpTooltip.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/components/common/__tests__/HelpTooltip.spec.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/i18n/locales/en/admin/accounts.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/i18n/locales/en/admin/resources.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/i18n/locales/zh/admin/accounts.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/i18n/locales/zh/admin/resources.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CLEAN	M	frontend/src/types/index.ts
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	frontend/src/views/admin/UsageView.vue
701f844755aa4b9dd1d79ae621820a9b3dcf469d	CONFLICT	M	frontend/src/views/admin/__tests__/UsageView.spec.ts
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/ent/group.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/ent/group/group.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/ent/group_create.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/ent/group_update.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/ent/migrate/schema.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/ent/mutation.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/ent/runtime/runtime.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/ent/schema/group.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/domain/codex_models_manifest_config.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/handler/admin/group_handler.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/handler/dto/group_mapper_codex_manifest_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/handler/dto/mappers.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/handler/dto/types.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/handler/openai_codex_models_handler.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/handler/openai_codex_models_handler_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/repository/api_key_repo.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/repository/api_key_repo_codex_manifest_projection_integration_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/repository/fixtures_integration_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/repository/group_repo.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/service/admin_group.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/admin_group_duplicate.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/admin_service.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/admin_service_group_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/api_key_auth_cache.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/service/api_key_auth_cache_codex_manifest_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/service/api_key_auth_cache_impl.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	NOBASE	M	backend/internal/service/api_key_auth_cache_openai_fast_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/service/api_key_auth_cache_profit_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/group.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/service/group_codex_models_manifest.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/service/openai_codex_models_pinned.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/internal/service/openai_codex_models_pinned_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	backend/internal/service/openai_codex_models_service.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	backend/internal/service/openai_codex_models_service_test.go
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	backend/migrations/234_group_codex_models_manifest_config.sql
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	frontend/src/components/admin/group/CodexManifestAccountsField.vue
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	A	frontend/src/components/admin/group/__tests__/CodexManifestAccountsField.spec.ts
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	frontend/src/i18n/locales/en/admin/overview.ts
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	frontend/src/i18n/locales/zh/admin/overview.ts
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CLEAN	M	frontend/src/types/index.ts
c4e6dcfd80abe36e98718c95b98f17e4ba2737df	CONFLICT	M	frontend/src/views/admin/GroupsView.vue
15278fe2f9f145eb1e45ad136901c0da83cd0be0	CONFLICT	M	frontend/src/components/layout/AppSidebar.vue
15278fe2f9f145eb1e45ad136901c0da83cd0be0	CLEAN	M	frontend/src/components/layout/__tests__/AppSidebar.spec.ts
570bd084c23429077dec0bede49157f8e4191ea7	CLEAN	M	backend/internal/repository/ops_repo_metrics.go
570bd084c23429077dec0bede49157f8e4191ea7	CLEAN	A	backend/internal/repository/ops_repo_metrics_test.go
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CLEAN	M	backend/internal/handler/gemini_v1beta_handler.go
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CLEAN	M	backend/internal/handler/gemini_v1beta_handler_test.go
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CLEAN	M	frontend/src/i18n/locales/en/admin/overview.ts
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CLEAN	M	frontend/src/i18n/locales/zh/admin/overview.ts
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CLEAN	M	frontend/src/views/admin/GroupsView.vue
2ad6e8fb75dfd2ad75744da1cac7827a96a0fffc	CONFLICT	M	frontend/src/views/admin/__tests__/groupsModelsListLayout.spec.ts
eba6ea563991d62d6742d5c1ae1ae8514b708e35	CLEAN	M	backend/internal/service/openai_codex_model_metadata_test.go
eba6ea563991d62d6742d5c1ae1ae8514b708e35	CLEAN	M	backend/internal/service/openai_codex_models_service.go
d7fb9b5d35bf3f19cf68df9c329974ce99f7932a	CONFLICT	M	backend/internal/pkg/apicompat/chatcompletions_responses_bridge.go
d7fb9b5d35bf3f19cf68df9c329974ce99f7932a	CLEAN	M	backend/internal/pkg/apicompat/chatcompletions_responses_bridge_custom_tools_test.go
d7fb9b5d35bf3f19cf68df9c329974ce99f7932a	CLEAN	M	backend/internal/pkg/apicompat/responses_tool_search_discoveries.go
85f431a072b391e704df6cc3a12f7db46b62d1ef	CLEAN	M	backend/internal/service/openai_compat_model_test.go
85f431a072b391e704df6cc3a12f7db46b62d1ef	CLEAN	M	backend/internal/service/openai_compat_prompt_cache_key.go
85f431a072b391e704df6cc3a12f7db46b62d1ef	CLEAN	M	backend/internal/service/openai_compat_prompt_cache_key_test.go
8f1d6af3ed1aae36d2b95cfdbb827ba535787562	CLEAN	M	backend/internal/service/openai_compat_model_test.go
8f1d6af3ed1aae36d2b95cfdbb827ba535787562	CLEAN	M	backend/internal/service/openai_messages_continuation.go
63dc24b5e8a736279d60c8270b763c3e733c9688	CONFLICT	M	backend/internal/service/openai_reasoning_effort_policy.go
63dc24b5e8a736279d60c8270b763c3e733c9688	CLEAN	M	backend/internal/service/openai_reasoning_effort_policy_test.go
63dc24b5e8a736279d60c8270b763c3e733c9688	CLEAN	M	frontend/src/components/admin/group/ReasoningEffortPolicyFields.vue
63dc24b5e8a736279d60c8270b763c3e733c9688	CLEAN	M	frontend/src/components/admin/group/__tests__/ReasoningEffortPolicyFields.spec.ts
63dc24b5e8a736279d60c8270b763c3e733c9688	CLEAN	M	frontend/src/views/admin/__tests__/groupsReasoningEffort.spec.ts
63dc24b5e8a736279d60c8270b763c3e733c9688	CLEAN	M	frontend/src/views/admin/groupsReasoningEffort.ts
07bf8b92fda067516b7989412f09b75bb39bc113	CLEAN	M	backend/internal/service/payment_order_expiry_service.go
07bf8b92fda067516b7989412f09b75bb39bc113	CLEAN	M	backend/internal/service/payment_order_lifecycle.go
07bf8b92fda067516b7989412f09b75bb39bc113	CLEAN	M	backend/internal/service/payment_order_lifecycle_test.go
07bf8b92fda067516b7989412f09b75bb39bc113	CLEAN	M	frontend/src/components/payment/PaymentStatusPanel.vue
07bf8b92fda067516b7989412f09b75bb39bc113	CLEAN	M	frontend/src/components/payment/__tests__/PaymentStatusPanel.spec.ts
68f099707e2eb9d7c4e9e7e8176c15a588209345	CLEAN	M	backend/internal/handler/openai_automation_bootstrap_test.go
68f099707e2eb9d7c4e9e7e8176c15a588209345	CLEAN	M	backend/internal/handler/openai_gateway_handler.go
7b271bbee985e8d62498947811e5886fd93cbc92	CLEAN	M	backend/internal/service/openai_gateway_request_body.go
7b271bbee985e8d62498947811e5886fd93cbc92	CONFLICT	M	backend/internal/service/openai_gateway_request_body_reasoning_test.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CLEAN	M	backend/internal/handler/concurrency_error_response.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CLEAN	M	backend/internal/handler/concurrency_error_response_test.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CONFLICT	M	backend/internal/handler/gateway_handler.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CONFLICT	M	backend/internal/handler/gateway_handler_responses.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CONFLICT	M	backend/internal/handler/openai_gateway_handler.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CONFLICT	M	backend/internal/handler/stream_error_event.go
c6ff69fd12b4d684350e5834c4ab859d0a0afa99	CLEAN	M	backend/internal/handler/stream_error_event_test.go
620eb3fd006918772882dbe57e62702a2cdfd663	CONFLICT	M	backend/internal/service/openai_gateway_cc_pipeline.go
620eb3fd006918772882dbe57e62702a2cdfd663	CLEAN	M	backend/internal/service/openai_gateway_forward.go
620eb3fd006918772882dbe57e62702a2cdfd663	CLEAN	M	backend/internal/service/openai_gateway_passthrough.go
620eb3fd006918772882dbe57e62702a2cdfd663	CLEAN	A	backend/internal/service/openai_opencode_session.go
620eb3fd006918772882dbe57e62702a2cdfd663	CLEAN	A	backend/internal/service/openai_opencode_session_test.go
40f4d450beda49d2cedee432a51b26f7bfbc4b07	CLEAN	M	backend/internal/service/gateway_request.go
40f4d450beda49d2cedee432a51b26f7bfbc4b07	CLEAN	M	backend/internal/service/gateway_request_test.go
40f4d450beda49d2cedee432a51b26f7bfbc4b07	NOBASE	M	backend/internal/service/openai_gateway_messages_anthropic_native.go
40f4d450beda49d2cedee432a51b26f7bfbc4b07	NOBASE	M	backend/internal/service/openai_gateway_messages_anthropic_native_test.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	M	backend/internal/handler/gateway_handler.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	M	backend/internal/repository/session_limit_cache.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	A	backend/internal/repository/session_limit_cache_integration_test.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	M	backend/internal/service/gateway_scheduling.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	M	backend/internal/service/session_limit_cache.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	A	backend/internal/service/session_limit_release_test.go
9517f12cdd34b42c499e96d0a97aef668d14edcc	CLEAN	M	backend/internal/testutil/stubs.go
9b4fcfb897455eebc17812a0af2d365c0c86fc3f	CLEAN	A	backend/internal/pkg/claude/cli_version.go
9b4fcfb897455eebc17812a0af2d365c0c86fc3f	CLEAN	A	backend/internal/pkg/claude/cli_version_test.go
9b4fcfb897455eebc17812a0af2d365c0c86fc3f	CLEAN	M	backend/internal/pkg/claude/constants.go
9b4fcfb897455eebc17812a0af2d365c0c86fc3f	CLEAN	M	backend/internal/service/gateway_claude_oauth_body.go
