51c5d03888b796bbc0a28ca014f5bfbc18eb4074	2026-09-11 19:29:07 +0800	fix(subscriptions): clear assignment user before search debounce
9b6a49b8e70ae65fff231a27aba2307946aaa965	2026-09-11 19:27:47 +0800	fix(profile): show normalized API error messages
213de0797e774dec5f028a82ef4edfea3ff85739	2026-09-11 19:19:40 +0800	fix(gateway): avoid duplicate Accept-Encoding headers
d8326fccfce4ba011f2fc1e148a0181912a9dfd1	2026-09-11 18:44:41 +0800	fix(claude): preserve mid-conversation output config beta
9eb120dd40509d17df17bb61ceef22554d9ca45b	2026-09-11 18:10:15 +0800	fix(openai): 隐私/账号检查客户端改用 Firefox 指纹，规避 chatgpt.com Cloudflare 质询
8ea4dc56f0292491af026ce486bd6ed53afc81d3	2026-09-11 17:06:01 +0800	fix(gemini): 模型侧 finishReason 不再按上游失败登记
23eef9ecc3a9dafe7c078653a980f49f609e1a35	2026-09-11 16:44:56 +0800	test(openai): restore image model regression coverage
1067e89fabfd271e03a7c41ab22a7c190cf87934	2026-09-11 16:30:32 +0800	fix(openai): address image route review findings
04c45e9dc2bd2959e9d1a3c1b5e072dff9dc6e2a	2026-09-11 15:57:49 +0800	test: remove incompatible upstream image model assertions
5ee436d8a2ec561b5e00e40ef4dbe87a3b38db8c	2026-09-11 15:57:49 +0800	fix(pricing): set image cache fallback rate
e5e04de137a71877c494c499d864aa8c8590faf9	2026-09-11 15:57:49 +0800	fix: sync upstream config and model tests
fa565eafb168e78fed4eab9c231c421c57e2d7d7	2026-09-11 15:57:38 +0800	fix(pricing): add image cache pricing field
eacff0a62988d9bbd63f2e844ae7ebd8a96e184c	2026-09-11 15:57:38 +0800	fix: retain upstream config and image pricing updates
c0d51193755c0141fefbbcf4f12e219010d95edd	2026-09-11 15:57:09 +0800	feat(openai): route OAuth image requests through native Codex Images
22dffa1bb95b945a5296711bb4367034bdb20771	2026-09-11 15:47:23 +0800	fix(opencode): apply De Morgan for staticcheck QF1001
efcc2252e59b4f7134f851652b030d3465802f5a	2026-09-11 15:39:13 +0800	fix(opencode): address review on dispatch, billing, session, and 402
981279c996ada152427fd1a00f44530a8d22718a	2026-09-11 15:07:43 +0800	fix(opencode): rewrite mapped model onto all three upstream protocols
c3b3072a6fae7ae6c686e05df78060c74f284a67	2026-09-11 14:51:34 +0800	fix(payment): allow periods in EasyPay upstream types
489968fd7a54ffac0939e934e5f0149130519ac7	2026-09-11 14:50:39 +0800	fix(config): use GPT-5.5 as the default compact model
7c008bd8c1fa53b0302672919d6b46726b3eaa85	2026-09-11 14:19:23 +0800	fix(opencode): apply account model mapping in connection tests
4543ddc5c172b3d5f72d35de1c357a886b55526c	2026-09-11 13:37:59 +0800	fix(openai): WS 执行作用域按 request_kind 分道
5af7e7438a3993f9db7ac359ffcf973cbb3cfe46	2026-09-11 11:45:59 +0800	fix(ci): check deferred sql.DB.Close errors in setup tests
613722eee434c0a62e9397487b3713c16362e18d	2026-09-11 11:36:29 +0800	fix(openai): HTTP 转发的执行作用域改从原始请求计算
66a10d4939e959172b49b040edebd8e3583b9057	2026-09-11 10:31:03 +0800	fix(setup): handle mock database cleanup errors in tests
d0ca057ca41add88bc9e5a496493da969816125f	2026-09-11 10:25:50 +0800	fix(openai): WS 会话被抢占时先发关闭帧再取消
e4c369bd56305c9984c01cf9eb2bfb6f1cb8da1a	2026-09-11 10:25:50 +0800	fix(openai): HTTP 经 WS 池转发按执行作用域取会话状态键
1035a4daf0cbcc19b5662670cd6be72fb57851db	2026-09-11 10:16:32 +0800	feat(ops): support token request stats across all platforms
242907854d831d2c8ccff50ff0ab897e42fba76e	2026-09-11 10:05:24 +0800	feat(opencode): add OpenCode platform with Zen and GO account types
8f2cba0c20bbc2c58c21417e0cd7a60dafe21509	2026-09-11 03:25:44 +0800	fix(openai): map new ChatGPT plan tiers to friendly labels
6feefb7aec553d250c2299b455538c00eb60f4ea	2026-09-11 03:18:00 +0800	fix(openai): keep Codex manifest display names in account model lists
9d475f9edb85edbfa563ddc0802c4e160793ae30	2026-09-11 00:50:17 +0800	feat(settings): 新增「站点类型」三态开关，关闭订阅后用户端收起所有「订阅」入口与文案
ab9bd9e8779ca2015d398d3d26513c0c6eb4384f	2026-09-10 22:10:29 +0800	fix(billing): 适配 DeepSeek V4.1-Flash 新价与 pro→Flash 切换
b112805ffa8594ab27821b9dcafb057d2c4bf40e	2026-09-10 21:21:08 +0800	test(ops): align query matcher formatting with gofmt
8c56eabcdc105e56546ef76c1343f04371e577e9	2026-09-10 21:20:20 +0800	fix(payment): allow scrolling through renewal plans
d3bd614ba7d89cb244a7e54b85c166f113ac65a6	2026-09-10 21:17:42 +0800	test(groups): initialize a valid rate multiplier in peak validation case
e9f5add97ca9e576ebe2d38df488fd23c9044c9f	2026-09-10 21:13:17 +0800	fix(ops): show first-token latency in TTFT request details
ab3b398b5f9a2800303dbdd8928e2da3f5174981	2026-09-10 21:05:47 +0800	fix(groups): return bad request for invalid peak-rate settings
5032d06697930605aaaa5aa8e720c09aeeba112e	2026-09-10 21:04:56 +0800	fix(codex): advertise DeepSeek vision image input
bed1e3c3624672ccfee9981e431284687de24271	2026-09-10 20:35:53 +0800	fix(openai): 重试强制新建连接并放宽轮次预检超时
a5b07b296011bc376110a4b914ceaf283424203b	2026-09-10 20:35:53 +0800	feat(openai): WS 连接池常驻读循环应答上游 ping
df8eceba0c150436835f1b02b74b397df81205ac	2026-09-10 20:25:38 +0800	fix(apicompat): chat 桥保留 Codex agent_message 任务正文
95a04c8dff6a30227001b48f8dca6bd2ba4a6f99	2026-09-10 19:50:26 +0800	test(apicompat): additional_tools 走 chat 桥的回归用例
cd1ee1d1ad735888ed63ae72b21ecbe9105ec8a8	2026-09-10 17:50:24 +0800	fix(openai): WS 接入会话状态改用执行作用域键
9e7c2d713c8510fe4a2147a7db424747092a8aed	2026-09-10 17:50:24 +0800	fix(openai): WS 会话抢占改用执行作用域键
06b61ba96f1dffdad0e2387669f1df6cf901f7be	2026-09-10 17:50:23 +0800	feat(openai): 解析 codex 线程标识派生 WS 执行作用域
4a4b50d807e594a069a69cdeec4385b22731e79a	2026-09-10 16:41:58 +0800	fix(quota): 平台限额表只保存已配置限额的记录，仪表盘按用量与限额展示平台
1c0932e17302b2ba9b67f6bcc48b913abe552674	2026-09-10 15:57:17 +0800	feat(gateway): retrieve models from the visible catalogue
a4edda36d53a07a363f467c1d1922eba0dc58ed9	2026-09-10 15:48:17 +0800	fix(gateway): 不再剥离客户端 system 上的 cache_control
1ed36679bd8f2be0ec69c9b2ea3ff7b4e4da49bf	2026-09-09 18:55:16 -0500	fix(apicompat): recover Responses text from done and terminal events
4e5632c3e32f9a8a5150c44e8a7f46efe7fc2688	2026-09-10 03:18:31 +0800	fix: validate Codex User-Agent before identity parsing
44bc47a3e38269c178ac56f667fd152f621bda48	2026-09-10 02:59:15 +0800	fix(gemini): 原生路径登记 2xx 响应里的带内错误信号
21323c31f81d361b3a419181f82c896bd6b81b0b	2026-09-09 20:02:25 +0800	fix(monitor): support upstream base URL paths
c76db386c066e35ec147645ec05dc4aa9dabaef2	2026-09-09 20:01:34 +0800	fix(subscriptions): exclude deleted users from assignment search
58e6e6b325deb09878638c4261539782c454bd82	2026-09-09 19:57:23 +0800	fix(risk-control): clarify the async processed counter label
567ea21dc843a28d5ab603bdec2610e1ba549516	2026-09-09 19:50:05 +0800	feat(admin): support deleting selected users
b9d0728687ba815b44f9297c87285cc163d5a335	2026-09-09 19:47:22 +0800	fix(redeem): align subscription duration limit with the backend
de76baaa0d24dea5ffff78d57fa10e83ba9f7a0b	2026-09-09 17:13:37 +0800	fix(scheduler): preserve Anthropic threshold metadata
26798773cb26ad95bd537877efa2cd94aa5cb20c	2026-09-09 17:05:45 +0800	fix(deploy): support web updates with Apple container
98d86915becae9fe9491a91ffc6defd5235c8d2b	2026-09-09 07:05:11 +0000	chore: sync VERSION to 0.2.4 [skip ci]
a0babc93dd17becdb66507e92ede18f5bde38d9c	2026-09-09 12:48:57 +0800	fix(openai): accept full heartbeat bootstrap envelopes
f180fbb884b15e2b0483672b7d5a7ede0c31feb5	2026-09-08 23:02:06 +0800	fix: anchor channel monitor buckets to UTC
1d4e0436e49749175435fa431b935e738fa6288a	2026-09-08 21:18:56 +0800	feat(settings): allow hiding the custom page open button
266ac9c11b39b181cc4225ab888a72a4ec8e1c60	2026-09-08 21:17:13 +0800	fix(ops): prioritize time and response in error details
fd880839f624366e7d648d7a8de62f6ef69e65a8	2026-09-08 21:15:55 +0800	fix(usage): show eight decimal places in cost details
7e62731863c8f21ca32292e3923860e7f45221e9	2026-09-08 01:54:32 +0800	perf: reduce allocations for large Responses image payloads
140e1729512253f3c3076403391621c0e8577b12	2026-09-07 20:10:50 +0800	chore: retrigger CI after test fix
1d4b9ead45c6fcfdf1f5c8d584946a0a73f82f14	2026-09-07 20:04:33 +0800	test(antigravity): align buildTools expectations with mixed-tool drop
6c2d2ed0439e08b182d480ad4d185dfeecaebbda	2026-09-06 13:23:53 +0800	fix(antigravity): drop mixed web_search when client tools present
58f461b0873e86f6c44ba8235b71a556b04f07a3	2026-09-06 11:25:33 +0800	feat(keys): add bulk editing to API key management
b97a798ebcb2571be2f9e08917f4cf10fe322a27	2026-09-05 20:25:08 +0800	fix(grok): release abandoned media slots and preserve video ownership
017cc62e41f3acde713b18f71d7c45e7faf7a385	2026-09-05 19:19:35 +0800	feat(auth): require password confirmation during registration
8ed57b000ce68c407473d4d0fdc18fe9ff63c70b	2026-09-04 16:04:47 +0800	feat(antigravity): support Gemini 3.7 Flash models
27bcec76454f81cbb69aa92b6e1c30c424984888	2026-09-04 16:04:47 +0800	feat(antigravity): support Gemini 3.8 Flash models
8ed48e27a6bc2ec6bfdde30669123c23ae9f7338	2026-09-02 15:30:59 +0800	fix(setup): avoid hardcoded postgres connection
e1eff57c255d5520e1dcb6b205c4f1f05633246e	2026-08-26 21:12:52 +0800	fix(auth): preserve promo codes through OAuth registration
