PR	state	file
6783	CLEAN	backend/internal/pkg/httputil/body_memory_test.go
6783	CONFLICT	backend/internal/service/openai_gateway_request_body.go
6783	CLEAN	backend/internal/service/openai_large_request_memory_test.go
6783	CLEAN	backend/internal/service/openai_large_request_rewrite_bench_test.go
6783	CLEAN	backend/internal/service/openai_request_raw_input.go
6783	NOBASE	backend/internal/service/openai_responses_ingress_compat.go
6783	CONFLICT	backend/internal/service/openai_responses_item_id.go
7010	CLEAN	backend/internal/repository/req_client_pool.go
7010	CLEAN	backend/internal/repository/req_client_pool_test.go
7010	CLEAN	backend/internal/service/openai_privacy_cf_challenge_test.go
7010	CLEAN	backend/internal/service/openai_privacy_service.go
6995	CLEAN	backend/internal/pkg/claude/constants.go
6995	CLEAN	backend/internal/service/gateway_context_management_test.go
6995	CLEAN	backend/internal/service/gateway_mid_conversation_output_config_test.go
6995	CLEAN	backend/internal/service/gateway_request.go
6954	CLEAN	backend/internal/handler/admin/user_handler.go
6954	CONFLICT	backend/internal/handler/admin/user_platform_quota_admin_test.go
6954	CONFLICT	backend/internal/repository/user_platform_quota_repo.go
6954	CONFLICT	backend/internal/repository/user_platform_quota_repo_integration_test.go
6954	CLEAN	backend/internal/repository/user_platform_quota_upsert_test.go
6954	CLEAN	backend/internal/service/auth_email_oauth_auto_test.go
6954	CLEAN	backend/internal/service/auth_oauth_email_flow_test.go
6954	CLEAN	backend/internal/service/auth_service.go
6954	CLEAN	backend/internal/service/auth_service_platform_quota_test.go
6954	CLEAN	backend/internal/service/auth_service_register_test.go
6954	CLEAN	backend/internal/service/billing_cache_service.go
6954	CLEAN	backend/internal/service/setting_service.go
6954	CLEAN	backend/internal/service/user_platform_quota_flusher.go
6954	CLEAN	backend/internal/service/user_platform_quota_port.go
6954	CLEAN	backend/migrations/238_purge_unlimited_user_platform_quotas.sql
6954	CLEAN	backend/migrations/user_platform_quota_purge_unlimited_migration_test.go
6954	CLEAN	frontend/src/components/admin/user/UserPlatformQuotaModal.vue
6954	CLEAN	frontend/src/components/admin/user/__tests__/UserPlatformQuotaModal.spec.ts
6954	CLEAN	frontend/src/components/user/dashboard/UserDashboardStats.vue
6954	CLEAN	frontend/src/components/user/dashboard/__tests__/UserDashboardStats.spec.ts
6954	CLEAN	frontend/src/i18n/locales/en/admin/overview.ts
6954	CLEAN	frontend/src/i18n/locales/en/admin/settings.ts
6954	CLEAN	frontend/src/i18n/locales/zh/admin/overview.ts
6954	CLEAN	frontend/src/i18n/locales/zh/admin/settings.ts
6971	CONFLICT	backend/internal/repository/ops_repo_request_details.go
6971	CLEAN	backend/internal/repository/ops_repo_request_details_test.go
6971	CLEAN	backend/internal/service/ops_request_details.go
6971	CLEAN	frontend/src/api/admin/ops.ts
6971	CLEAN	frontend/src/views/admin/ops/components/OpsDashboardHeader.vue
6971	CLEAN	frontend/src/views/admin/ops/components/OpsRequestDetailsModal.vue
6971	CLEAN	frontend/src/views/admin/ops/components/__tests__/OpsRequestDetailsModal.spec.ts
6654	CLEAN	frontend/src/views/auth/RegisterView.vue
6654	CLEAN	frontend/src/views/auth/__tests__/RegisterView.spec.ts
6916	CLEAN	frontend/src/views/admin/SubscriptionsView.vue
6916	NOBASE	frontend/src/views/admin/__tests__/SubscriptionsView.userUsageLink.spec.ts
7023	CLEAN	frontend/src/components/user/profile/ProfileEditForm.vue
7023	CLEAN	frontend/src/components/user/profile/ProfilePasswordForm.vue
7023	CLEAN	frontend/src/components/user/profile/__tests__/ProfileEditForm.spec.ts
7023	CLEAN	frontend/src/components/user/profile/__tests__/ProfilePasswordForm.spec.ts
7025	CLEAN	frontend/src/__tests__/integration/proxy-data-import.spec.ts
7025	CLEAN	frontend/src/components/admin/proxy/ImportDataModal.vue
7054	CLEAN	frontend/src/views/user/UsageView.vue
7054	CLEAN	frontend/src/views/user/__tests__/UsageView.spec.ts
7055	CLEAN	frontend/src/i18n/locales/en/dashboard.ts
7055	CLEAN	frontend/src/i18n/locales/zh/dashboard.ts
7055	CLEAN	frontend/src/views/user/RedeemView.vue
7055	CLEAN	frontend/src/views/user/__tests__/RedeemView.spec.ts
7111	CLEAN	backend/internal/handler/admin/account_data.go
7111	CLEAN	backend/internal/handler/admin/proxy_credentials_update_test.go
7111	CLEAN	backend/internal/handler/admin/proxy_data.go
7111	CLEAN	backend/internal/handler/admin/proxy_handler.go
7111	CLEAN	backend/internal/service/admin_proxy.go
7111	CLEAN	backend/internal/service/admin_proxy_credentials_update_test.go
7111	CLEAN	backend/internal/service/admin_service.go
7111	CLEAN	frontend/src/views/admin/ProxiesView.vue
7111	CLEAN	frontend/src/views/admin/__tests__/ProxiesView.credentials.spec.ts
5833	CLEAN	README_CN.md
5833	CONFLICT	backend/internal/service/openai_fast_policy_test.go
5833	CONFLICT	backend/internal/service/openai_fast_policy_ws_test.go
5833	CONFLICT	backend/internal/service/openai_gateway_forward.go
5833	CLEAN	backend/internal/service/openai_gateway_request_body.go
5833	CONFLICT	backend/internal/service/setting_features.go
5833	CONFLICT	backend/internal/service/settings_view.go
5833	CONFLICT	frontend/src/api/admin/settings.ts
5833	CONFLICT	frontend/src/i18n/__tests__/openaiFastPolicyLocales.spec.ts
5833	CONFLICT	frontend/src/i18n/locales/en/admin/settings.ts
5833	CONFLICT	frontend/src/i18n/locales/zh/admin/settings.ts
5833	CONFLICT	frontend/src/views/admin/SettingsView.vue
6890	CLEAN	backend/internal/handler/openai_images_failover_test.go
6890	CONFLICT	backend/internal/service/account_test_service.go
6890	CONFLICT	backend/internal/service/account_test_service_openai_image_test.go
6890	CONFLICT	backend/internal/service/billing_service.go
6890	CLEAN	backend/internal/service/image_output_accounting.go
6890	CLEAN	backend/internal/service/openai_gateway_record_usage_test.go
6890	CONFLICT	backend/internal/service/openai_gateway_response_handling.go
6890	CLEAN	backend/internal/service/openai_gateway_service.go
6890	CONFLICT	backend/internal/service/openai_gateway_usage.go
6890	CLEAN	backend/internal/service/openai_images.go
6890	CLEAN	backend/internal/service/openai_images_actual_size_test.go
6890	CLEAN	backend/internal/service/openai_images_direct.go
6890	CLEAN	backend/internal/service/openai_images_direct_payload_test.go
6890	CLEAN	backend/internal/service/openai_images_direct_test.go
6890	CLEAN	backend/internal/service/openai_images_json_keepalive_test.go
6890	CONFLICT	backend/internal/service/openai_images_responses.go
6890	CONFLICT	backend/internal/service/openai_images_test.go
6890	NOBASE	backend/internal/service/openai_setup_token_compat_test.go
6890	CONFLICT	backend/internal/service/pricing_service.go
6890	CONFLICT	backend/internal/service/ratelimit_service_openai_image_test.go
6989	CLEAN	frontend/src/components/account/EditAccountModal.vue
6989	CLEAN	frontend/src/components/account/__tests__/credentialsBuilder.spec.ts
6989	CLEAN	frontend/src/components/account/credentialsBuilder.ts
6989	CONFLICT	frontend/src/components/common/PlatformTypeBadge.vue
6989	CLEAN	frontend/src/components/common/__tests__/PlatformTypeBadge.openaiPlans.spec.ts
6989	CLEAN	frontend/src/utils/planType.ts
7129	CLEAN	backend/internal/handler/stream_error_event.go
7129	CONFLICT	backend/internal/handler/stream_error_event_test.go
7129	CLEAN	backend/internal/pkg/apicompat/responses_stream_event_wire_test.go
7129	CLEAN	backend/internal/pkg/apicompat/types.go
7129	CLEAN	backend/internal/service/openai_compact_stream_bridge.go
7129	CLEAN	backend/internal/service/openai_compact_stream_bridge_test.go
7129	NOBASE	backend/internal/service/openai_compact_stream_failure_created_at_test.go
7129	CONFLICT	backend/internal/service/openai_ws_http_bridge.go
7049	CONFLICT	backend/internal/service/openai_ws_pool.go
7049	CLEAN	backend/internal/service/openai_ws_pool_test.go
6575	CLEAN	backend/internal/domain/constants.go
6575	CLEAN	backend/internal/domain/constants_test.go
6575	CLEAN	backend/internal/pkg/antigravity/claude_types.go
6575	CLEAN	backend/internal/pkg/antigravity/claude_types_test.go
6575	CLEAN	backend/internal/service/account.go
6575	CONFLICT	backend/internal/service/billing_service.go
6575	CLEAN	backend/internal/service/pricing_service_test.go
6968	CLEAN	backend/internal/service/openai_codex_models_service.go
6968	CLEAN	backend/internal/service/openai_codex_models_service_test.go
6974	CONFLICT	backend/internal/handler/gateway_handler.go
6974	CONFLICT	backend/internal/handler/gateway_models_test.go
6974	CONFLICT	backend/internal/service/account_stats_pricing_test.go
6974	NOBASE	backend/internal/service/billing_context_schedule.go
6974	CONFLICT	backend/internal/service/billing_service.go
6974	CONFLICT	backend/internal/service/billing_service_test.go
6974	NOBASE	backend/internal/service/deepseek_pricing_test.go
6974	CONFLICT	backend/internal/service/gateway_record_usage_test.go
6974	CONFLICT	backend/internal/service/openai_gateway_record_usage_test.go
6974	CONFLICT	backend/internal/service/openai_gateway_request_body.go
6974	CONFLICT	backend/internal/service/openai_gpt56_max_test.go
6974	CONFLICT	backend/resources/model-pricing/model_prices_and_context_window.json
6974	CONFLICT	frontend/src/composables/useModelWhitelist.ts
6929	CONFLICT	backend/internal/handler/ops_error_logger.go
6929	CONFLICT	backend/internal/handler/ops_error_logger_test.go
6929	CLEAN	backend/internal/service/gemini_image_output_accounting_test.go
6929	CLEAN	backend/internal/service/gemini_messages_compat_service.go
6929	CLEAN	backend/internal/service/gemini_messages_compat_service_test.go
6929	CLEAN	backend/internal/service/gemini_native_response_signal_test.go
6929	CLEAN	backend/internal/service/gemini_response_signal.go
6929	CLEAN	backend/internal/service/gemini_response_signal_test.go
6929	CONFLICT	backend/internal/service/ops_upstream_context.go
6769	CONFLICT	backend/cmd/server/wire_gen.go
6769	CONFLICT	backend/internal/repository/account_repo.go
6769	CLEAN	backend/internal/repository/account_repo_ratelimit_cas_integration_test.go
6769	CLEAN	backend/internal/service/ollama_cloud_usage.go
6769	CLEAN	backend/internal/service/ollama_cloud_usage_rate_limit_probe.go
6769	CLEAN	backend/internal/service/ollama_cloud_usage_rate_limit_probe_test.go
6769	CLEAN	backend/internal/service/ollama_cloud_usage_reset.go
6769	CLEAN	backend/internal/service/ollama_cloud_usage_reset_test.go
6769	CONFLICT	backend/internal/service/ratelimit_service.go
6769	CLEAN	backend/internal/service/ratelimit_service_ollama_429.go
6769	CLEAN	backend/internal/service/ratelimit_service_ollama_429_test.go
6769	CONFLICT	backend/internal/service/wire.go
7011	CLEAN	backend/internal/config/config.go
7011	CLEAN	backend/internal/config/config_test.go
7011	CONFLICT	deploy/.env.example
7011	CLEAN	deploy/config.example.yaml
7011	CONFLICT	deploy/docker-compose.dev.yml
7011	CONFLICT	deploy/docker-compose.local.yml
7011	CONFLICT	deploy/docker-compose.standalone.yml
7011	CONFLICT	deploy/docker-compose.yml
6945	CONFLICT	backend/internal/handler/gateway_handler.go
6945	CLEAN	backend/internal/handler/gateway_models_retrieve_test.go
6945	NOBASE	backend/internal/handler/openai_models_handler.go
6945	CONFLICT	backend/internal/server/routes/gateway.go
6945	NOBASE	backend/internal/server/routes/gateway_models_pinned_test.go
6917	CLEAN	backend/internal/service/channel_monitor_checker.go
6917	CLEAN	backend/internal/service/channel_monitor_const.go
6917	CLEAN	backend/internal/service/channel_monitor_endpoint_test.go
6917	CLEAN	backend/internal/service/channel_monitor_validate.go
6917	CONFLICT	frontend/src/api/admin/channelMonitor.ts
6847	CLEAN	backend/internal/handler/dto/settings.go
6847	CLEAN	frontend/src/i18n/locales/en/admin/settings.ts
6847	CLEAN	frontend/src/i18n/locales/zh/admin/settings.ts
6847	CLEAN	frontend/src/types/index.ts
6847	CONFLICT	frontend/src/views/admin/SettingsView.vue
6847	CLEAN	frontend/src/views/admin/__tests__/SettingsView.spec.ts
6847	CONFLICT	frontend/src/views/user/CustomPageView.vue
6847	NOBASE	frontend/src/views/user/__tests__/CustomPageView.spec.ts
7001	CLEAN	backend/internal/handler/admin/ops_dashboard_handler.go
7001	CLEAN	backend/internal/repository/ops_repo_openai_token_stats.go
7001	CLEAN	backend/internal/repository/ops_repo_openai_token_stats_test.go
7001	CLEAN	frontend/src/i18n/locales/en/admin/ops.ts
7001	CLEAN	frontend/src/i18n/locales/zh/admin/ops.ts
7001	CLEAN	frontend/src/views/admin/ops/OpsDashboard.vue
7001	CLEAN	frontend/src/views/admin/ops/components/__tests__/OpsOpenAITokenStatsCard.spec.ts
6845	CLEAN	frontend/src/views/admin/ops/components/OpsErrorDetailsModal.vue
6845	CLEAN	frontend/src/views/admin/ops/components/OpsErrorLogTable.vue
6845	CLEAN	frontend/src/views/admin/ops/components/__tests__/OpsErrorLogTable.spec.ts
7057	CLEAN	backend/internal/service/openai_codex_context_window_test.go
7057	CLEAN	backend/internal/service/openai_codex_model_metadata.go
7057	CLEAN	backend/internal/service/upstream_models.go
7057	CLEAN	frontend/src/api/admin/accounts.ts
6913	CLEAN	frontend/src/i18n/locales/en/admin/overview.ts
6913	CLEAN	frontend/src/i18n/locales/zh/admin/overview.ts
6913	CLEAN	frontend/src/views/admin/UsersView.vue
6913	CLEAN	frontend/src/views/admin/__tests__/UsersView.spec.ts
6915	CLEAN	frontend/src/i18n/locales/en/admin/channels.ts
6915	CLEAN	frontend/src/i18n/locales/zh/admin/channels.ts
7085	CONFLICT	backend/internal/service/openai_gateway_request_body.go
7085	CLEAN	backend/internal/service/openai_oauth_input_metadata_test.go
6747	CONFLICT	backend/ent/channelmonitor/channelmonitor.go
6747	CONFLICT	backend/ent/channelmonitorrequesttemplate/channelmonitorrequesttemplate.go
6747	CONFLICT	backend/ent/migrate/schema.go
6747	CONFLICT	backend/ent/schema/channel_monitor.go
6747	CONFLICT	backend/ent/schema/channel_monitor_request_template.go
6747	CONFLICT	backend/ent/schema/user_platform_quota.go
6747	CONFLICT	backend/internal/config/config.go
6747	NOBASE	backend/internal/domain/channel_monitor_quota.go
6747	CONFLICT	backend/internal/domain/constants.go
6747	CONFLICT	backend/internal/handler/admin/channel_handler.go
6747	CONFLICT	backend/internal/handler/admin/channel_monitor_handler.go
6747	CONFLICT	backend/internal/handler/admin/group_handler.go
6747	NOBASE	backend/internal/handler/admin/group_handler_platform_test.go
6747	CONFLICT	backend/internal/handler/endpoint.go
6747	CLEAN	backend/internal/handler/endpoint_test.go
6747	CONFLICT	backend/internal/handler/gateway_handler.go
6747	NOBASE	backend/internal/handler/openai_gateway_cn_dispatch_test.go
6747	CONFLICT	backend/internal/handler/openai_gateway_handler.go
6747	CONFLICT	backend/internal/model/error_passthrough_rule.go
6747	NOBASE	backend/internal/model/error_passthrough_rule_test.go
6747	CONFLICT	backend/internal/server/api_contract_test.go
6747	CONFLICT	backend/internal/server/routes/gateway.go
6747	CONFLICT	backend/internal/service/account.go
6747	CONFLICT	backend/internal/service/account_header_override.go
6747	CONFLICT	backend/internal/service/account_header_override_test.go
6747	CONFLICT	backend/internal/service/account_scheduling_threshold_eval.go
6747	CONFLICT	backend/internal/service/account_service.go
6747	CONFLICT	backend/internal/service/account_test_service.go
6747	NOBASE	backend/internal/service/account_test_service_cn_adaptive.go
6747	CLEAN	backend/internal/service/account_test_service_opencode_go_test.go
6747	CLEAN	backend/internal/service/admin_account.go
6747	CONFLICT	backend/internal/service/admin_group.go
6747	NOBASE	backend/internal/service/channel_monitor_quota_fetcher.go
6747	CONFLICT	backend/internal/service/channel_monitor_validate.go
6747	CONFLICT	backend/internal/service/channel_service.go
6747	CONFLICT	backend/internal/service/channel_service_test.go
6747	NOBASE	backend/internal/service/cn_provider_quota_service.go
6747	NOBASE	backend/internal/service/cn_providers_test.go
6747	CONFLICT	backend/internal/service/composite_platform.go
6747	CONFLICT	backend/internal/service/composite_platform_test.go
6747	CONFLICT	backend/internal/service/domain_constants.go
6747	CONFLICT	backend/internal/service/openai_gateway_cc_pipeline.go
6747	CONFLICT	backend/internal/service/openai_gateway_chat_completions.go
6747	NOBASE	backend/internal/service/openai_gateway_chat_completions_anthropic_native.go
6747	NOBASE	backend/internal/service/openai_gateway_cn_fixes_test.go
6747	CONFLICT	backend/internal/service/openai_gateway_count_tokens.go
6747	CONFLICT	backend/internal/service/openai_gateway_forward.go
6747	CONFLICT	backend/internal/service/openai_gateway_messages.go
6747	NOBASE	backend/internal/service/openai_gateway_messages_anthropic_native.go
6747	CLEAN	backend/internal/service/openai_gateway_opencode_mapping_test.go
6747	CLEAN	backend/internal/service/openai_gateway_passthrough.go
6747	NOBASE	backend/internal/service/openai_gateway_responses_anthropic_native.go
6747	CONFLICT	backend/internal/service/openai_gateway_scheduling.go
6747	CLEAN	backend/internal/service/openai_gateway_service.go
6747	CONFLICT	backend/internal/service/openai_gateway_usage.go
6747	CONFLICT	backend/internal/service/openai_messages_dispatch.go
6747	CLEAN	backend/internal/service/openai_opencode_session.go
6747	CLEAN	backend/internal/service/openai_opencode_session_test.go
6747	CLEAN	backend/internal/service/opencode_go.go
6747	CLEAN	backend/internal/service/opencode_go_test.go
6747	NOBASE	backend/internal/service/ratelimit_cn_providers.go
6747	CONFLICT	backend/internal/service/ratelimit_service.go
6747	CONFLICT	backend/internal/service/scheduler_snapshot_bulk_event_test.go
6747	CONFLICT	backend/internal/service/scheduler_snapshot_service.go
6747	CONFLICT	backend/internal/service/upstream_billing_probe.go
6747	CONFLICT	backend/internal/service/upstream_billing_probe_multiplatform_test.go
6747	CONFLICT	backend/internal/service/upstream_models.go
6747	CLEAN	backend/migrations/238_opencode_go_platform.sql
6747	CLEAN	backend/migrations/opencode_go_platform_migration_test.go
6747	CLEAN	deploy/config.example.yaml
6747	CONFLICT	frontend/src/api/admin/channelMonitor.ts
6747	NOBASE	frontend/src/api/admin/cnProviders.ts
6747	CONFLICT	frontend/src/api/admin/settings.ts
6747	CONFLICT	frontend/src/components/account/AccountUsageCell.vue
6747	NOBASE	frontend/src/components/account/CNProviderQuotaCell.vue
6747	CONFLICT	frontend/src/components/account/CreateAccountModal.vue
6747	CONFLICT	frontend/src/components/account/EditAccountModal.vue
6747	CONFLICT	frontend/src/components/account/ModelWhitelistSelector.vue
6747	CLEAN	frontend/src/components/account/OpenCodeGoProtocolRulesEditor.vue
6747	CONFLICT	frontend/src/components/account/__tests__/CreateAccountModal.spec.ts
6747	CONFLICT	frontend/src/components/account/__tests__/EditAccountModal.spec.ts
6747	CLEAN	frontend/src/components/account/__tests__/ModelWhitelistSelector.spec.ts
6747	CONFLICT	frontend/src/components/account/__tests__/credentialsBuilder.spec.ts
6747	CONFLICT	frontend/src/components/account/credentialsBuilder.ts
6747	CONFLICT	frontend/src/components/admin/monitor/MonitorFiltersBar.vue
6747	CONFLICT	frontend/src/components/admin/monitor/MonitorFormDialog.vue
6747	CONFLICT	frontend/src/components/admin/monitor/MonitorTemplateManagerDialog.vue
6747	CONFLICT	frontend/src/components/common/PlatformIcon.vue
6747	CONFLICT	frontend/src/components/keys/UseKeyModal.vue
6747	CONFLICT	frontend/src/components/user/monitor/MonitorCard.vue
6747	CONFLICT	frontend/src/components/user/monitor/ProviderIcon.vue
6747	CONFLICT	frontend/src/composables/useChannelMonitorFormat.ts
6747	CONFLICT	frontend/src/composables/useModelWhitelist.ts
6747	NOBASE	frontend/src/constants/__tests__/platforms.spec.ts
6747	CONFLICT	frontend/src/constants/channelMonitor.ts
6747	NOBASE	frontend/src/constants/platforms.ts
6747	CONFLICT	frontend/src/i18n/locales/en/admin/accounts.ts
6747	CONFLICT	frontend/src/i18n/locales/en/admin/overview.ts
6747	CONFLICT	frontend/src/i18n/locales/en/dashboard.ts
6747	CONFLICT	frontend/src/i18n/locales/zh/admin/accounts.ts
6747	CONFLICT	frontend/src/i18n/locales/zh/admin/overview.ts
6747	CONFLICT	frontend/src/i18n/locales/zh/dashboard.ts
6747	CONFLICT	frontend/src/types/index.ts
6747	CONFLICT	frontend/src/utils/platformColors.ts
6747	CONFLICT	frontend/src/views/admin/ChannelsView.vue
6747	CONFLICT	frontend/src/views/admin/GroupsView.vue
6747	NOBASE	frontend/src/views/admin/__tests__/GroupsView.compositePlatforms.spec.ts
6747	NOBASE	frontend/src/views/admin/__tests__/channelPlatformOptions.spec.ts
6986	CONFLICT	backend/internal/handler/admin/setting_handler.go
6986	CLEAN	backend/internal/handler/admin/setting_handler_audit.go
6986	CLEAN	backend/internal/handler/admin/setting_handler_partial_payload_test.go
6986	CONFLICT	backend/internal/handler/admin/setting_handler_update.go
6986	CONFLICT	backend/internal/handler/dto/settings.go
6986	CONFLICT	backend/internal/handler/setting_handler.go
6986	CONFLICT	backend/internal/server/api_contract_test.go
6986	CLEAN	backend/internal/service/domain_constants.go
6986	CONFLICT	backend/internal/service/setting_parse.go
6986	CONFLICT	backend/internal/service/setting_public.go
6986	CLEAN	backend/internal/service/setting_service_public_test.go
6986	CLEAN	backend/internal/service/setting_update.go
6986	CONFLICT	backend/internal/service/settings_view.go
6986	CLEAN	frontend/src/App.vue
6986	CLEAN	frontend/src/api/admin/settings.ts
6986	CLEAN	frontend/src/components/common/SubscriptionProgressMini.vue
6986	CONFLICT	frontend/src/components/layout/AppHeader.vue
6986	CONFLICT	frontend/src/components/layout/AppSidebar.vue
6986	CLEAN	frontend/src/components/layout/__tests__/AppSidebar.spec.ts
